"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Input.video_url","Answer.annotatedResult.inputImageProperties.height","Answer.annotatedResult.inputImageProperties.width","Answer.annotatedResult.polygons","Approve","Reject"
"302OLP89E20C134A2X8PZI2XW5TACC","3BXXHBDE9JWSKCOBO79RJ0B3MEULEF","Watch the video, and trace the next active contact area shown in the video that the hand interacts with.","If a person is REACHING for an object in the video, trace the boundary of the OBJECT. If a person is PLACING an object on a surface, trace the boundary of the SURFACE. If the hand is not doing anything, leave annotations EMPTY.","polygons, person, video","$0.04","Fri Jan 10 22:13:18 PST 2020","1","BatchId:3888181;OriginalHitTemplateId:928556361;","86400","259200","Fri Jan 17 22:13:18 PST 2020","","","3G2UL9A02H78P4V5B5O4SB4ILVZ76H","A9QY6FW5R4AWA","Submitted","Fri Jan 10 22:14:50 PST 2020","Fri Jan 10 22:22:38 PST 2020","Mon Jan 13 22:22:38 PST 2020","","","","468","0% (0/0)","0% (0/0)","0% (0/0)","https://epic-kitchens-dataset.s3.amazonaws.com/14_0000002681.jpg","https://epic-kitchens-dataset.s3.amazonaws.com/14_0000002681.webm","256","456","[{""label"":""CONTACT"",""vertices"":[{""x"":212,""y"":22},{""x"":195,""y"":57},{""x"":197,""y"":67},{""x"":212,""y"":70},{""x"":211,""y"":55},{""x"":216,""y"":43},{""x"":232,""y"":15},{""x"":221,""y"":15}]}]"
"302U8RURK2UFKV4Z2I8ZBGAMGJ7VNF","3BXXHBDE9JWSKCOBO79RJ0B3MEULEF","Watch the video, and trace the next active contact area shown in the video that the hand interacts with.","If a person is REACHING for an object in the video, trace the boundary of the OBJECT. If a person is PLACING an object on a surface, trace the boundary of the SURFACE. If the hand is not doing anything, leave annotations EMPTY.","polygons, person, video","$0.04","Fri Jan 10 22:13:18 PST 2020","1","BatchId:3888181;OriginalHitTemplateId:928556361;","86400","259200","Fri Jan 17 22:13:18 PST 2020","","","3QRYMNZ7F2A3UNY4NPDMZIIM5IFTNP","A3NYKD72S1O1Q8","Submitted","Fri Jan 10 22:15:08 PST 2020","Fri Jan 10 22:23:11 PST 2020","Mon Jan 13 22:23:11 PST 2020","","","","483","0% (0/0)","0% (0/0)","0% (0/0)","https://epic-kitchens-dataset.s3.amazonaws.com/80_0000023431.jpg","https://epic-kitchens-dataset.s3.amazonaws.com/80_0000023431.webm","256","456","[{""label"":""CONTACT"",""vertices"":[{""x"":183,""y"":122},{""x"":181,""y"":130},{""x"":181,""y"":138},{""x"":183,""y"":152},{""x"":178,""y"":163},{""x"":172,""y"":170},{""x"":170,""y"":173},{""x"":169,""y"":186},{""x"":167,""y"":197},{""x"":167,""y"":203},{""x"":168,""y"":207},{""x"":176,""y"":207},{""x"":180,""y"":203},{""x"":182,""y"":199},{""x"":187,""y"":196},{""x"":190,""y"":189},{""x"":191,""y"":185},{""x"":197,""y"":176},{""x"":199,""y"":173},{""x"":204,""y"":168},{""x"":209,""y"":161},{""x"":211,""y"":157},{""x"":212,""y"":150},{""x"":210,""y"":140},{""x"":206,""y"":129},{""x"":201,""y"":125},{""x"":194,""y"":121},{""x"":192,""y"":119},{""x"":188,""y"":119},{""x"":183,""y"":119}]}]"
"304QEQWK0SDH9F3V00KN5CK1CX00O8","3BXXHBDE9JWSKCOBO79RJ0B3MEULEF","Watch the video, and trace the next active contact area shown in the video that the hand interacts with.","If a person is REACHING for an object in the video, trace the boundary of the OBJECT. If a person is PLACING an object on a surface, trace the boundary of the SURFACE. If the hand is not doing anything, leave annotations EMPTY.","polygons, person, video","$0.04","Fri Jan 10 22:13:22 PST 2020","1","BatchId:3888181;OriginalHitTemplateId:928556361;","86400","259200","Fri Jan 17 22:13:22 PST 2020","","","3STRJBFXO0K2MHD1QCL67Q1IBNATKK","A1PV0Y78FMUYCK","Submitted","Fri Jan 10 22:15:05 PST 2020","Fri Jan 10 23:24:28 PST 2020","Mon Jan 13 23:24:28 PST 2020","","","","4163","0% (0/0)","0% (0/0)","0% (0/0)","https://epic-kitchens-dataset.s3.amazonaws.com/100_0000028791.jpg","https://epic-kitchens-dataset.s3.amazonaws.com/100_0000028791.webm","256","456","[{""label"":""CONTACT"",""vertices"":[{""x"":271,""y"":54},{""x"":293,""y"":41},{""x"":310,""y"":39},{""x"":312,""y"":59},{""x"":291,""y"":75},{""x"":281,""y"":68}]}]"
"306996CF7ZDXXAZ4SEJ1DX3CAQNB1I","3BXXHBDE9JWSKCOBO79RJ0B3MEULEF","Watch the video, and trace the next active contact area shown in the video that the hand interacts with.","If a person is REACHING for an object in the video, trace the boundary of the OBJECT. If a person is PLACING an object on a surface, trace the boundary of the SURFACE. If the hand is not doing anything, leave annotations EMPTY.","polygons, person, video","$0.04","Fri Jan 10 22:13:29 PST 2020","1","BatchId:3888181;OriginalHitTemplateId:928556361;","86400","259200","Fri Jan 17 22:13:29 PST 2020","","","3JWH6J9I9W63Y14NN3M1ZOC0ZBFBNH","AWJ3MAVSHICCR","Submitted","Fri Jan 10 22:14:03 PST 2020","Fri Jan 10 22:23:11 PST 2020","Mon Jan 13 22:23:11 PST 2020","","","","548","0% (0/0)","0% (0/0)","0% (0/0)","https://epic-kitchens-dataset.s3.amazonaws.com/67_0000020851.jpg","https://epic-kitchens-dataset.s3.amazonaws.com/67_0000020851.webm","256","456","[{""label"":""CONTACT"",""vertices"":[{""x"":226,""y"":161},{""x"":226,""y"":171},{""x"":235,""y"":170},{""x"":237,""y"":158}]}]"
"306W7JMRZ1RF8AJPRZSGS7QKOWT8BZ","3BXXHBDE9JWSKCOBO79RJ0B3MEULEF","Watch the video, and trace the next active contact area shown in the video that the hand interacts with.","If a person is REACHING for an object in the video, trace the boundary of the OBJECT. If a person is PLACING an object on a surface, trace the boundary of the SURFACE. If the hand is not doing anything, leave annotations EMPTY.","polygons, person, video","$0.04","Fri Jan 10 22:13:22 PST 2020","1","BatchId:3888181;OriginalHitTemplateId:928556361;","86400","259200","Fri Jan 17 22:13:22 PST 2020","","","32UTUBMZ7KPG66DWPU8S956DLEHBVY","A2MCNGY62MPRI5","Submitted","Fri Jan 10 22:14:35 PST 2020","Fri Jan 10 22:44:22 PST 2020","Mon Jan 13 22:44:22 PST 2020","","","","1787","0% (0/0)","0% (0/0)","0% (0/0)","https://epic-kitchens-dataset.s3.amazonaws.com/95_0000028111.jpg","https://epic-kitchens-dataset.s3.amazonaws.com/95_0000028111.webm","256","456","[{""label"":""CONTACT"",""vertices"":[{""x"":194,""y"":170},{""x"":186,""y"":178},{""x"":179,""y"":192},{""x"":175,""y"":203},{""x"":182,""y"":211},{""x"":194,""y"":216},{""x"":206,""y"":221},{""x"":228,""y"":233},{""x"":239,""y"":240},{""x"":246,""y"":246},{""x"":256,""y"":240},{""x"":264,""y"":227},{""x"":266,""y"":219},{""x"":259,""y"":211},{""x"":247,""y"":204},{""x"":232,""y"":193},{""x"":220,""y"":182},{""x"":209,""y"":174},{""x"":204,""y"":171},{""x"":192,""y"":168}]}]"
"307L9TDWK1LV8M2GI82TSLI3PZF3NR","3BXXHBDE9JWSKCOBO79RJ0B3MEULEF","Watch the video, and trace the next active contact area shown in the video that the hand interacts with.","If a person is REACHING for an object in the video, trace the boundary of the OBJECT. If a person is PLACING an object on a surface, trace the boundary of the SURFACE. If the hand is not doing anything, leave annotations EMPTY.","polygons, person, video","$0.04","Fri Jan 10 22:13:24 PST 2020","1","BatchId:3888181;OriginalHitTemplateId:928556361;","86400","259200","Fri Jan 17 22:13:24 PST 2020","","","3VFJCI1K43SK4G4QWWVW9J87GLWGRR","A2RZ7G6F6W6HRP","Submitted","Fri Jan 10 22:14:48 PST 2020","Fri Jan 10 22:32:52 PST 2020","Mon Jan 13 22:32:52 PST 2020","","","","1084","0% (0/0)","0% (0/0)","0% (0/0)","https://epic-kitchens-dataset.s3.amazonaws.com/112_0000030591.jpg","https://epic-kitchens-dataset.s3.amazonaws.com/112_0000030591.webm","256","456","[{""label"":""CONTACT"",""vertices"":[{""x"":279,""y"":177},{""x"":274,""y"":168},{""x"":271,""y"":157},{""x"":267,""y"":146},{""x"":265,""y"":135},{""x"":264,""y"":126},{""x"":269,""y"":121},{""x"":272,""y"":122},{""x"":274,""y"":128},{""x"":275,""y"":141},{""x"":277,""y"":148},{""x"":280,""y"":157},{""x"":282,""y"":162},{""x"":284,""y"":167},{""x"":282,""y"":172}]}]"
"3087LXLJ7P9N32Q21X1XIIBNKW90FM","3BXXHBDE9JWSKCOBO79RJ0B3MEULEF","Watch the video, and trace the next active contact area shown in the video that the hand interacts with.","If a person is REACHING for an object in the video, trace the boundary of the OBJECT. If a person is PLACING an object on a surface, trace the boundary of the SURFACE. If the hand is not doing anything, leave annotations EMPTY.","polygons, person, video","$0.04","Fri Jan 10 22:13:20 PST 2020","1","BatchId:3888181;OriginalHitTemplateId:928556361;","86400","259200","Fri Jan 17 22:13:20 PST 2020","","","38JBBYETQS3FJW61FP9V1NCLBRX4EF","A2RZ7G6F6W6HRP","Submitted","Fri Jan 10 22:14:43 PST 2020","Fri Jan 10 22:29:43 PST 2020","Mon Jan 13 22:29:43 PST 2020","","","","900","0% (0/0)","0% (0/0)","0% (0/0)","https://epic-kitchens-dataset.s3.amazonaws.com/86_0000025621.jpg","https://epic-kitchens-dataset.s3.amazonaws.com/86_0000025621.webm","256","456","[]"
"308KJXFUKUZTNK6LOJ3FOS21KRSTAD","3BXXHBDE9JWSKCOBO79RJ0B3MEULEF","Watch the video, and trace the next active contact area shown in the video that the hand interacts with.","If a person is REACHING for an object in the video, trace the boundary of the OBJECT. If a person is PLACING an object on a surface, trace the boundary of the SURFACE. If the hand is not doing anything, leave annotations EMPTY.","polygons, person, video","$0.04","Fri Jan 10 22:13:20 PST 2020","1","BatchId:3888181;OriginalHitTemplateId:928556361;","86400","259200","Fri Jan 17 22:13:20 PST 2020","","","3TY7ZAOG5JD168GASAXWNFZDECDK0Z","A37STRL9Z7ZDSD","Submitted","Fri Jan 10 22:16:21 PST 2020","Fri Jan 10 22:35:33 PST 2020","Mon Jan 13 22:35:33 PST 2020","","","","1152","0% (0/0)","0% (0/0)","0% (0/0)","https://epic-kitchens-dataset.s3.amazonaws.com/18_0000003231.jpg","https://epic-kitchens-dataset.s3.amazonaws.com/18_0000003231.webm","256","456","[{""label"":""CONTACT"",""vertices"":[{""x"":219,""y"":142},{""x"":301,""y"":220},{""x"":306,""y"":197},{""x"":229,""y"":133}]}]"
"308KJXFUKUZTNK6LOJ3FOS21KRTATV","3BXXHBDE9JWSKCOBO79RJ0B3MEULEF","Watch the video, and trace the next active contact area shown in the video that the hand interacts with.","If a person is REACHING for an object in the video, trace the boundary of the OBJECT. If a person is PLACING an object on a surface, trace the boundary of the SURFACE. If the hand is not doing anything, leave annotations EMPTY.","polygons, person, video","$0.04","Fri Jan 10 22:13:26 PST 2020","1","BatchId:3888181;OriginalHitTemplateId:928556361;","86400","259200","Fri Jan 17 22:13:26 PST 2020","","","3R0T90IZ1W5GYEF7EZ51KO9LGKTCGH","A3Q36II3YCUJP0","Submitted","Fri Jan 10 22:15:11 PST 2020","Fri Jan 10 22:30:56 PST 2020","Mon Jan 13 22:30:56 PST 2020","","","","945","0% (0/0)","0% (0/0)","0% (0/0)","https://epic-kitchens-dataset.s3.amazonaws.com/115_0000031111.jpg","https://epic-kitchens-dataset.s3.amazonaws.com/115_0000031111.webm","256","456","[{""label"":""CONTACT"",""vertices"":[{""x"":219,""y"":160},{""x"":218,""y"":140},{""x"":220,""y"":129},{""x"":222,""y"":134},{""x"":224,""y"":142},{""x"":225,""y"":153},{""x"":226,""y"":165}]}]"
"30EV7DWJUYOOH4TC8C92G4SU3AKY6H","3BXXHBDE9JWSKCOBO79RJ0B3MEULEF","Watch the video, and trace the next active contact area shown in the video that the hand interacts with.","If a person is REACHING for an object in the video, trace the boundary of the OBJECT. If a person is PLACING an object on a surface, trace the boundary of the SURFACE. If the hand is not doing anything, leave annotations EMPTY.","polygons, person, video","$0.04","Fri Jan 10 22:13:18 PST 2020","1","BatchId:3888181;OriginalHitTemplateId:928556361;","86400","259200","Fri Jan 17 22:13:18 PST 2020","","","33JKGHPFYGNZHS8KESCAD4NUBAJMNH","AB5BVAK003LIX","Submitted","Fri Jan 10 22:15:44 PST 2020","Fri Jan 10 22:22:44 PST 2020","Mon Jan 13 22:22:44 PST 2020","","","","420","0% (0/0)","0% (0/0)","0% (0/0)","https://epic-kitchens-dataset.s3.amazonaws.com/81_0000023451.jpg","https://epic-kitchens-dataset.s3.amazonaws.com/81_0000023451.webm","256","456","[{""label"":""CONTACT"",""vertices"":[{""x"":131,""y"":252},{""x"":143,""y"":177},{""x"":186,""y"":182},{""x"":178,""y"":252}]},{""label"":""CONTACT"",""vertices"":[{""x"":320,""y"":252},{""x"":274,""y"":200},{""x"":294,""y"":166},{""x"":345,""y"":244}]}]"
